Type,Description,Municipality,Community,Update,ExpiryDate,ContractDate,SoldDate,ListPrice,Sold Price,Taxes,StreetName,StNumber,LSC,Days,perc,Bedroom,BedPlus,Baths,Front,ParkingDriveSpaces,Depth,GarageType,Pool,MLS,RemarksForBrokers,RemarksForClients,Extras,Address,PostalCode,Municipality District,Basement1,Basement2
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/23/2021,7/23/2021,2/25/2021,3/22/2021,"$1,180,000","$1,130,000","$4,949.40",Salix,59,Sld,24,96,4,,3,30.18,3,90,Attached,None,N5127028,"Easy Showing With Lockbox. Accepts Pre-Emptive Offer! Offer Presentation @7 Pm On Mar 09@Tuesday. Email Offer To:Minlinbaystreet@Gmail.Com If Any. Please Attach Schedule B, Form 801, And 5% Bank Draft. Buy And Buyer Agent Verify Taxes And Measurements. Thanks For Showing!","Stunning Detached Family Home Located By The Heart Of Stouffville With Approx 2500 Sqft And Huge Lot Size! Hardwood Floor On Main And 2nd. Large Master Room With 4Pc Ensuite And W/I Closet! Professional Backyard Interlocking And Pot Lights! No Side Walk. Face To Outdoor Playground. Demand-Rising Neighbourhood With High-Ranking Schools, Parks, Splash Pad And All Amenities! Perfect For Both Owner-Occupied And Investment! Must See!","Fridge, Stove, Dishwasher, Washer/Dryer, All Window Coverings, Light Fixtures.",59 Salix Ave,L4A1S4,Whitchurch-Stouffville,Full,
Detached,Bungalow,Whitchurch-Stouffville,Stouffville,2/19/2021,8/30/2021,2/11/2021,,"$899,900",,"$3,760.96",South,344,Ter,8,,3,,1,59.07,8,165,Detached,None,N5112469,Please Allow 2 Banking Days Irrevocable As Per Vendor. Please Attach Schedule 'B' And Offer Summary Document (Orea Form #801) To All Offers. Please Email Offer To Peter@Pkwan.Com. Please Call 416-399-8211 For Showing Appt.,"*Lovely Sun-Filled Detached Bungalow On 59.06X165Ft Huge Size Lot*Roof(2017)*Laminate Flooring Thru-Out*Bay Window*Pot Lights*Heated Floor In Washroom*Roof*California Shutters*3rd Bedroom Had Converted To Dinning Room*Oversize 1.5 Garage*Fully Fenced Yard*No Side Walk, Park 8 Cars*Don't Miss This Opportunity To Get Into A Detached Home In A Highly Desired Mature Neighborhood. Close To All Amenities And Go Transit.","Elfs, Window Coverings, S.S(Fridge, Stove), Gas Stove, Washer, Dryer, Hwt(R), Water Softener, Ceiling Fan, Exh Fan",344 South St,L4A7W3,Whitchurch-Stouffville,Half,
Detached,Bungalow,Whitchurch-Stouffville,Stouffville,3/6/2021,9/30/2021,2/19/2021,,"$999,900",,"$3,760.96",South,344,Sus,15,,3,,1,59.07,8,165,Detached,None,N5121387,,,,344 South St,L4A7W3,Whitchurch-Stouffville,Half,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/19/2021,7/8/2021,3/9/2021,3/19/2021,"$1,088,000","$1,140,000","$5,130.56",Spring,26,Sld,9,105,4,,3,26.25,5,132,Attached,None,N5142815,"Min To All Amenities, Walking Distance To Top Rated Schools,Main St Shopping, Restaurants, Parks, Community Centre, Go Train, Minutes To H/W 407/404. Offers Reviewed On March 18 At 7Pm. Buyer/Agent To Verify All Measurements.","Fantastic, Private Pie Shaped Lot In The Heart Of Stouffville In Quiet Cul De Sac. Beautiful Custom Built-4 Bedroom All Brick Family Home. A Wonderful Place To Call Home. Huge 30 X 15 Deck-Great For Entertaining, Main Floor Laundry, Hardwood Floor, California Shutters, Eat In Kitchen With New Countertop, Pantry And Pot Lights. Main Floor Garage Access.$$ Spend On Upgrade, Pls See List Of Improvements.","Include:Stainless Steel Fridge, Stove, Built-In Dishwasher, Washer/Dryer, Garage Door Opener & Remote, Existing Light Fixtures, Window Coverings, Central Vac And Attachments, Water Softener. Hot Water Tank & Water Filter Are Rented.",26 Spring St,L4A7W9,Whitchurch-Stouffville,Full,Unfinished
Semi-Detach...,2-Storey,Whitchurch-Stouffville,Stouffville,1/12/2021,3/28/2021,11/28/2020,1/11/2021,"$848,800","$858,000","$4,463.87",Stouffer,248,Sld,44,101,4,1,3,11.71,6,97,None,None,N5003063,"Bmst Apt 1/2 Hr Appointment. Give 24 Hrs Notice For Showings Or As Much Time As Possible, Call To Book Appt. Allow 1 Business Day Irrevocable-Email Offers To L.A Call For Details****-Seller Does Not Warrant Retrofit Status",Just Move In! Spacious 4 Br- Semi On Appr.46 Of An Acre .-Mature Trees-Stunning Renovations-Sought After Location-Established Neighbourhood-Walk To Go Train-Schools-Parks-Rec Centre-Daycares-Shops On Main*In-Law Suite-Sep Entrance- Great For Extra Income-Or Extended Family-*Plank Hardwood Flrs On 2 Levels-Potlights-Trim-Hardwood Stairs&Upgraded Pickets-Updated Baths-* Renovated Eat-In Kit-S/S Appl*Decor Paint* Plenty Of Parking-,"-Enjoy Gardening-Bbq'ing-Seasons-Kids Having Fun In This Park-Like Backyard -Inc-2 Stoves,2 Fridges,Dw, 2 Stacking Washer& Dryer,All Lights,Fans,Hwt(R)-Existing Survey-In-Law Apt -Sep Ent& Laundry-Tenant Would Love To Stay-Spotless!!!",248 Stouffer St,L4A4Y7,Whitchurch-Stouffville,Apartment,Sep Entrance
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/22/2021,5/31/2021,2/19/2021,2/20/2021,"$1,199,888","$1,395,000","$5,572.60",Sunnyridge,38,Sld,1,116,4,1,5,48.5,2,85,Attached,None,N5121366,Buyer & Buyer's Agent To Verify Taxes & Measurements. Include Sched 'B' & 801. *Seller Reserves Right To Review Preemptive Offers W/O Notice.* Update Feb20: Pre-Emptive Offer Recv'd. Follow Covid Protocols. Thank You For Showing!,"Spacious Executive Home Located In A Family Friendly Neighbourhood Directly Across From Sunnyridge Park And Barbara Reid Public School. This Home Boasts 4 Large Bedrooms+Den On The 2nd Floor, 5 Bathrms, Two W/I Closets, Updated Kitchen W/O To Deck, Family Rm W/ Gas Fireplace, Finished Basement W/O To Backyard And Wet Bar For Entertainment. Exterior Is Interlocked And Landscaped. This Home Has Everything You Need, A Must See!! Move-In Ready!","Stove, Refrigerator, B/I Microwave And Range Hood, Dishwasher, California Shutters Throughout, Led Pot Lights And Light Fixtures. Floor Plan Measurements As Per Builders Plan. No Neighbours In Front, Open View Of The Park And Playground.",38 Sunnyridge Ave,L4A0L2,Whitchurch-Stouffville,Fin W/O,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/12/2021,6/25/2021,2/25/2021,3/8/2021,"$1,199,888","$1,195,000","$5,101.85",Sunnyridge,128,Sld,11,100,4,1,4,40.05,2,90,Built-In,None,N5127689,"Offers To Be Reviewed At 7Pm March 4th, Pls Register By 5Pm. Sellers Reserve The Right To Review/Accept Any Pre-Emptive Offers. Email Offers With Schd B+801, Seller/Seller's Agent Does Not Warrant Retrofit Status Of Bsmnt, All Measurement/Taxes To Be Verified By Buyer/Buyeragent.","Charming 4 + 1 Bedroom Home With A Double Garage, Features Double Main Door Entry, With Spacious Foyer Hardwood Floors Throughout Main & 2nd Floor W/Matching Oak Staircase. Upgraded Quartz Counter Top In The Kitchen With Backsplash, Gas Fireplace. Crown Moulding, Pot Lights, Fresh Paint Through Out, In An Established Stouffville Neighbourhood, Close To Park, Shopping, Schools, Go Station, Yrt & Main St. Basement Is Finished, W/1 Bedroom & 1 Full Washroom.","Existing Stainless Steel Double Door Fridge, Stove, Hood Range Fan, Dishwasher,Washer & Dryer, All Electric Light Fixtures, Custom California Like Shutters Hot Water Tank (Rental).",128 Sunnyridge Ave,L4A0R7,Whitchurch-Stouffville,Finished,
Att/Row/Twn...,3-Storey,Whitchurch-Stouffville,Stouffville,3/5/2021,5/27/2021,1/27/2021,3/4/2021,"$939,900","$918,000",$0.00,Tenth,11815,Sld,36,98,4,,4,27.26,2,102,Attached,None,N5095784,"Assignment Sale. Assignment And Lawyer Fees To Be Paid By The Purchaser, Taxes Not Yet Assessed. No Legal Description Yet** Under Construction. Deposit Bank Draft Or Certified Cheque. No Showings. Attach Sch B For All Offers.","Brand New Home, Modern Townhouse, 2368Sq, 4Bed 4 Bath. Ground Floor Laundry.Large Lot For Entire Townhouse, Move-In Date: April 22, 2021, For This Beautiful Home.","Stunning Brand New Home, Currently Under Construction, Can Drive By Location But No Showings, Assignment Sale. Close To All Amenities & Go Station.",11815 Tenth Line,L4A 1H8,Whitchurch-Stouffville,Unfinished,
Att/Row/Twn...,3-Storey,Whitchurch-Stouffville,Stouffville,3/10/2021,4/30/2021,1/29/2021,,"$1,399,000",,$0.00,Tenth,11725,Ter,38,,4,,4,50,2,0,Built-In,None,N5098652,"Any/All Inquiries Contact 3rd La: Lindsey Lumsden 416-268-4869/Lindsey@Trentaduetorres.Com. Assignment Sale. Offers Anytime, Buyer/Buyer's Agent To Verify All Information. Seller Is Licensed Realtor.","Unique Live/Work Opportunity In Stouffvilles Cityside Community.This End Unit Townhome Offers A Total Of 3495Sqft Which Is Broken Up Into 717 Sqft Of Commercial Space On The Ground Level And 2778Sqft Of Residential Living On The Main & Upper Levels. 9Ft Ceilings On Both Ground & Main Level, 8Ft On 2nd Level. Roughed-In Bathroom On Ground Floor. Lots Of Commercial Sign Exposure On Front & Side Of Unit. 2 Car Garage With Private Double Driveway. Large Balcony","Hardwood Floors, Granite Kitchen Counters, 2 Balconies, Parking For 4 Cars, Fronting On 10th Line With Plenty Of Signage Exposure. Assignment Sale, No Showings, Site Currently Under Construction.",11725 Tenth Line,L4A,Whitchurch-Stouffville,Other,
Semi-Detach...,2-Storey,Whitchurch-Stouffville,Stouffville,1/28/2021,4/28/2021,1/26/2021,1/26/2021,"$869,900","$950,000","$3,688.49",Vera Lynn,117,Sld,0,109,3,,3,24.93,2,85,Attached,None,N5094175,"Offers Will Be Presented January 31st At 7:00Pm. Seller Will Consider Preemptive Offers. Thank You For Showing. Attach Schedule B, Buyer To Verify All Taxes And Measurements,","Absolutely Spotless Freehold Semi-Detached Home In A Desirable Neighbourhood.Located On A Quiet Cres W/ Parking For 3 Cars This Home Is Move In Ready! Eat-In Kitchen Features Backsplash And Breakfast Bar.Open Concept L/R W/Pot Lights And Walk Out To Deck & Backyard. 3 Generous Sized Bdrms. Master Features Large Walk In Closet And Ensuite Bath. Finished Bsmt, Laminate Flooring, Pot Lights And Workbench/Coldroom.Professionally Landscaped Walk Ways And Entry.","Walking Distance To Schools, Close To All Amenities, Community Centre And Go Station. Hwh Rental, Water Softener, Gdo And Remote, All Electrical Light Fixtures, B/I D/W, B/I Microwave, Central Vacuum And Acc, Exclude: Basement Freezer.",117 Vera Lynn Cres,L4A0X6,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/11/2021,6/30/2021,2/4/2021,2/10/2021,"$939,000","$1,125,000","$4,536.34",Vera Lynn,145,Sld,6,120,3,1,3,34.14,3,85,Built-In,None,N5104950,"Offer Presentation Feb. 10th, 2021 @ 7Pm. Register By 3Pm. Seller Reserves Right To Accept Preemptive Offer W/24Hr Irrev. Pls Attach Sc. B,C&Form 801 To All Offers. Buyer/Buyers Agent To Complete Due Diligence. No Survey. Deposit Must Be Certified. Email To Pierre.Youssef@C21.Ca","This Meticulously Designed Home Is A Prized Stouffville Find! Cool, Calm & Sophisticated Spaces Are Crafted By A Refined & Highly Practical Flr.Plan W/ A Modern Edge + All The Upgrades You Could Imagine! Features A Main Flr.Office Perfect For Working/Learning From Home, Hrdwd Flrs & Smooth Ceilings T/O For A Stylish & Timeless Feel. Updated Chef's Kitchen/Bathrooms/Freshly Painted/ Potlights/Bay Windows/Access To Garage From Main Fl. No Sidewalk & Much More!",Wonderfully Landscaped Front & A 2-Level Raised Deck That Invites Amazing Entertainment In The Sun Filled Yard. Nestled On A Quiet Child Friendly Street Surrounded By Highly Rated Schools. Turn Key Property Not To Be Missed! See Sc. C.,145 Vera Lynn Cres,L4A0X6,Whitchurch-Stouffville,Full,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/8/2021,5/9/2021,3/7/2021,3/8/2021,"$1,260,000","$1,260,000","$4,740.00",Walter Sangster,11,Sld,1,100,4,1,4,11,2,26,Attached,None,N5142580,Attach Schedule B,"Open Concept 4 Bedroom With Finished Basement. Upgraded Kitchen Granite Counters, Pot Lights, Landscaped Front And Rear","Electric Light Fixtures, All Window Coverings, Fridge, Stove, Washer, Dryer, Dishwasher Garden Shed.",11 Walter Sangster Rd,L4A0J8,Whitchurch-Stouffville,Finished,
Att/Row/Twn...,2-Storey,Whitchurch-Stouffville,Stouffville,2/22/2021,5/19/2021,2/18/2021,2/21/2021,"$898,800","$945,000",$0.00,Wesmina,35,Sld,3,105,3,,3,20.01,2,98,Attached,None,N5120441,"Taxes Not Yet Assessed. Offer On Wed Feb 24 @ 7Pm. Email Offers To Thashkumar@Gmail.Com By 6Pm. Att Sch B, Discl & Form 801 W/All Off. Seller Has Right To Consider Pre-Emptive Off. Buyer/Ba To Verify All Info, Measurements & Taxes. Seller/La Don't Warrant Retrofit Status Of Bsmt.","Never Lived In! Brand Newan Absolutely Charming Freehold Townhouse With Very Open Space On The Main Flr! Located In A Lovely Residential Neighbourhood. This Well-Appointed Home Is Equipped With Great Features With Lots Of Upgrades, 9' Ceilings On Main Flr, Smooth Ceilings - Main Flr. Countertop Quartzite Inclu 3 Inch Backsplash,Ceramic Tiles (Foyer To The Powder Rm&Garage/Bsmt Entrance)Undermount Sink Stained Stairs, Railing And Pickets Under Pad 2nd Floor.","Include S/S Fridge, S/S Stove, S/S Dishwasher; Upgrades Incl Ac, All Rooms With Walk-In Closet, Potlights (Main Kitchen Area); Near Stouffville Go, Parks, Trails, Schools. Don't Miss This One! Dishwasher Is Not Connected With Water Line.",35 Wesmina Ave,L4A4V7,Whitchurch-Stouffville,Unfinished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/10/2021,10/11/2021,2/12/2021,,"$1,138,800",,"$4,737.52",Wilf Morden,25,Sus,26,,3,,4,33.41,4,85,Attached,None,N5114300,All Offers Sent To Lb:Offertopurchase.On@Purplebricks.Ca/Phone: 1-888-488-2003.For Showings Book Online @ Https://Purplebricks.Ca/On/Showing/Agents & Follow Instructions Lb To Direct Co-Op Comm To Be Pd Out On Closing Through Sellers Lawyer. M- F Showings 9-4Pm Only.,"Fantastic Family Lifestyle In Stouffville! Amazing 2-Storey, 3 Bedrooms, 4 Bathrooms W/Finished Basement! Open Concept Main Floor W/Gas Fireplace, 9Ft Ceiling, Large Eat-In Kitchen, Granite Counter-Tops, W/Double Patio Doors To Backyard! Spacious Master Bedroom W/5 Piece Ensuite, 2nd Flr Laundry! Updated Rec Room(2018) W/Kitchenette & 2Pce Bath. Close To Schools, Parks & Go Station! Includes S/S Appliances, Washer/Dryer, Window Coverings & Elfs!",Rental Equipment: Hot Water Tank,25 Wilf Morden Rd,L4A0H3,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/17/2021,4/27/2021,2/5/2021,,"$999,000",,"$4,442.13",William Stark,19,Ter,12,,3,,3,30,2,105,Attached,None,N5106376,"**See Schedule B Legal Descrip. Disclosure Attached. Covid Protocols. Sub 801 & Sched B W/Offers W/24Hr Irrev To Kristy@Trentaduetorres.Com. Buyer/Buyers Agent Verify All Txs, Msrmnts & Prop Info.","Turn Key Family Home Sitting On A 105' Deep Lot In The Heart Of Stouffville! Amazing Curb Appeal With Landscaping, Stonework And Double Door Entry! Main Floor Features Gleaming Hardwood, Crown Molding, Garage Access, Large Pantry And Gleaming Granite Countertops. Second Floor Laundry And Layout Can Be Easily Converted To Original 4 Bedroom Plan! Finished Basement Allows For Additional Living Space And Potential For An Extra Bedroom! Close To All Amenities!","*See Virtual Tour. S/S Fridge, S/S Stove, S/S Dishwasher, Washer & Dryer, All Elfs, All Window Coverings, Water Softener, Gdo, Cvac, Pergola, Garden Shed, Hwt (Rental)",19 William Stark Rd,L4A0H5,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,2/26/2021,5/17/2021,2/18/2021,,"$1,125,000",,"$4,442.13",William Stark,19,Ter,7,,3,,3,30,2,105,Attached,None,N5120000,"**See Schedule B For Full Legal Descrip. Disclosure Attached. Covid Protocols. Sub 801 & Sched B W/Offers W/24Hr Irrev To Kristy@Trentaduetorres.Com. Buyer/Buyers Agent Verify All Txs, Msrmnts & Prop Info.","Stunning & Meticulously Maintained Turn Key Family Home Sitting On A Huge 105' Deep Lot In The Heart Of Stouffville! Can Easily Convert Back To Original 4 Bed Plan! Large Master W/ 2 Closets, En Suite & Sitting Area. Main Floor Features Crown Moulding, Garage Access, Large Pantry, Upgraded Kitchen And Sliding Door W/Out To Massive Backyard! Additional Living Space In Finished Basement W/ Potential For Extra Bedroom! The Perfect Home To Raise Your Family In!","*See Virtual Tour. S/S Fridge, S/S Stove, S/S Dishwasher, Washer & Dryer, All Elfs, All Window Coverings, Water Softener, Gdo, Cvac, Pergola, Garden Shed, Hwt (Rental)",19 William Stark Rd,L4A0H5,Whitchurch-Stouffville,Finished,
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,3/11/2021,5/10/2021,3/9/2021,3/10/2021,"$1,168,000","$1,350,000","$5,369.70",William Stark,7,Sld,1,116,4,,3,40.05,4,105,Built-In,None,N5144305,"3Hrs Notice For Showings. Follow Covid19 Protocols, Must Wear Masks And Gloves On The Property. Pls Attach Sch B & 801 Form, 5% Deposit Must Be Bank Draft. All Measurements To Be Verified By Buyer/Buyer Agent. Thank You For Showings!","A Beautiful 4 Bedroom Home On A 40 Ft Wide Lot, Approx. 2550 Sqft. Featuring 9 Ft Ceiling, Hardwood Floor And California Shutters On The Main Floor. Renovated Kitchen With Quartz Countertop And Backsplash. Fireplace And Bow Window In The Great Room. Relaxing Media Area And Convenient Laundry On 2nd Floor. Stunning 2 Tier Indian Sandstone Patio In A Spacious Backyard. Close To Schools, Shopping, Go Train, And Short Walk To The Nearby Rouge National Urban Park.","Including S/S Fridge, S/S Stove, Dishwasher, Microwave, Washer, Dryer, All Window Coverings, Elfs, Cac, Water Softener, Water Heater Owned.",7 William Stark Rd,L4A0H5,Whitchurch-Stouffville,Full,
Detached,Bungalow-Ra...,Whitchurch-Stouffville,Stouffville,3/25/2021,5/31/2021,3/17/2021,3/23/2021,"$980,000","$1,050,000","$4,984.00",Willoway,83,Sld,6,107,3,,2,49.21,4,87,Attached,None,N5154629,"Offers To Be Reviewed At 7Pm March 23rd, Pls Register By 5Pm. Seller Reserve The Right To Accept Pre-Emptive Offers. Email Offers With Schd B & 801. Seller/Seller's Agent Does Not Warrant Retrofit Status Of Bsmnt. One Of The Owner Is Rrea.","Gorgeous Double Garages Raised Bungalow Backed Onto Greenspace No Backyard Neighbor. Located On Highly Sought-After Quiet Cul-De-Sac. 6 Car Parking No Side Walk. Adjacent To Great Walking Trail. Sun Filled Balcony With Awning Off Breakfast Rm. W/O Basement With 9Ft Ceiling, New Flooring. Potential For 2-Bedroom Apt On Lower Level With Separate Entrance. Direct Access To Garage Soaring 14Ft High Ceiling With B/I Mezzanine Floor.","New A/C, New Water Heater, Water Softener, New S.S. Fridge, New S.S. Stove, New S.S. Dish Washer, Washer, Dryer, Central Vac. 1 Gdo + 1 Remote, Awning, All Elfs And Windows Covering.",83 Willoway Crt,L4A1K6,Whitchurch-Stouffville,Fin W/O,W/O
Detached,2-Storey,Whitchurch-Stouffville,Stouffville,1/29/2021,6/30/2021,1/29/2021,,"$899,900",,"$5,500.00",Win Timbers,99,Sus,0,,3,1,10,36.09,4,89,Built-In,None,N5098627,"Offers Prsntd Feb 8th,2021 At 7Pm, Reg By 5. Seller Has Right To Accept Preemptive. Pls Attach Sch 'B' And 801 To Offer-Min 5% Deposit Bank Draft, Buyer/Buyer's Agent To Verify All Info/ Msmts & Taxes. Offers If Any Please Email To: ""Jeanyliu2175@Gmail.Com ""Thanks For Showing!","Beautiful Family Home In The Heart Of Stouffville, New Paint, New Bathroom,New Fridge,Upgraded Kitchen, Baths, Sinks, Faucets, Pot Lights, Hardwood Throughout. Main Floor Laundry/Mud Room W/ Garage Access. Huge Eat-In Kitchen W/Centre Island,9 Foot Ceilings Through-Out, 2nd Floor Family Room W/ Vaulted Ceiling, Could Use 4th Bedroom. Finished Basement W/Living Rm & Bedrm, Kith, Bar. Interlock Front/Back Yard, With Shed ,Close To Schools, Parks.","Great Location On A Quiet, Family Friendly Street, S/S Fridge, S/S Stove, S/S Dishwasher, Washer & Dryer, All Elfs ,All Window Coverings, Water Softener, Gdo, Cvac, Hwt (Rental)",99 Win Timbers Cres W,L4A0Z1,Whitchurch-Stouffville,Finished,
